N,P,seed,stable,tail_time,min_retention,output_dir
64,18,303,True,8.0,8.008008008008009,outputs\20251222-165214-262135
64,18,404,True,8.0,8.008008008008009,outputs\20251222-165217-458472
64,18,505,True,8.0,8.008008008008009,outputs\20251222-165220-690270
64,18,606,True,8.0,8.008008008008009,outputs\20251222-165223-868421
64,18,707,True,8.0,8.008008008008009,outputs\20251222-165227-072550
64,20,101,True,8.0,8.008008008008009,outputs\20251222-165230-274294
64,20,202,True,8.0,8.008008008008009,outputs\20251222-165233-493027
64,20,303,True,8.0,8.008008008008009,outputs\20251222-165236-888290
64,20,404,False,8.0,6.476476476476477,outputs\20251222-165240-184382
64,20,505,True,8.0,8.008008008008009,outputs\20251222-165243-501344
64,20,606,True,8.0,8.008008008008009,outputs\20251222-165246-880315
64,20,707,True,8.0,8.008008008008009,outputs\20251222-165250-194377
